Wafer_ID,Lot_Num,Wafer_Num,Date,Ox_Chamber,Ox_Type,Ox_Temp,Ox_ppm,Ox_Pressure,Ox_Time,Ox_Thickness,photo_soft_Chamber,resist_uniformity,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1_rpm,spin2_rpm,spin3_rpm,PR_amount,temp_softbake,time_softbake,litho_Chamber,CD,UV_type,Resolution,Energy_Exposure,Etching_Chamber,Etch_Drop_10_20,Etch_Drop_20_30,Etch_Drop_30_40,Etch_Total_Drop,Temp_Etching,Source_Power,Selectivity,Ion_Chamber,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,Ion_Energy,Ion_Temp,Furnace_Temp,RTA_Temp,Target,Error_type
NOLSM32522832,27,20,2025-04-22,3,wet,1276.94,45.16,0.33,28,719.83,3,1.093,15.444,14.996,19.907,197.655,89.922,497.77,3955.05,4943.754,4.888,90.029,30.039,3,60.358,H,520.107,107.735,1,2053.0,2158.0,1268.0,5479.0,71.955,51.093,0.989,1,1.04e+16,9.81e+16,6.21e+17,3e+17,6e+17,32439.102,102.889,903,154,99,none
NOLSM32522833,27,21,2025-04-22,1,wet,1275.61,45.32,0.2,29,721.11,1,1.072,14.258,15.025,19.908,197.531,89.94,497.5,3953.07,4941.463,4.846,89.856,30.243,1,53.27,H,508.855,108.226,1,2051.0,2277.0,1147.0,5475.0,72.274,51.213,1.166,1,1.29e+16,1.22e+17,7.34e+16,3.02e+17,6e+17,32451.202,102.846,903,154,108,none
NOLSM32522834,27,22,2025-04-22,1,wet,1277.39,45.36,0.11,29,717.99,1,1.339,16.638,14.921,19.977,197.231,89.764,497.312,3943.433,4929.26,4.814,89.664,29.883,2,60.507,H,520.654,107.678,2,2089.0,2284.0,1124.0,5497.0,71.597,50.913,0.961,2,8020000000000000.0,2.42e+16,4.68e+17,2.99e+17,6e+17,32458.977,102.948,903,154,96,none
NOLSM32522835,27,23,2025-04-22,1,wet,1277.94,45.07,0.4,29,718.85,1,1.491,11.493,15.093,20.129,196.991,89.865,497.03,3940.879,4926.227,5.124,89.758,30.029,3,60.896,H,516.408,107.749,3,2043.0,2185.0,1244.0,5472.0,71.806,51.274,0.948,3,1.92e+16,1530000000000000.0,8.97e+17,3e+17,6e+17,32453.391,102.977,903,154,81,none
NOLSM32522836,27,24,2025-04-22,1,wet,1277.19,45.02,0.18,30,718.56,2,1.14,17.422,14.961,19.931,197.485,89.79,497.347,3948.435,4935.381,4.883,89.579,30.016,1,57.129,H,505.558,107.847,3,2049.0,2216.0,1255.0,5520.0,71.88,51.132,1.215,3,6180000000000000.0,5980000000000000.0,107000000000000.0,3.01e+17,6e+17,32456.977,102.633,903,154,57,none
NOLSM32522837,27,25,2025-04-22,1,wet,1270.19,45.2,0.12,30,724.0,2,1.612,20.315,15.201,19.931,197.341,89.973,497.153,3944.143,4929.944,4.973,89.685,29.87,2,61.132,H,520.193,107.844,2,2065.0,2241.0,1059.0,5365.0,72.375,51.123,1.045,2,5250000000000000.0,471000000000000.0,26100000000000.0,3.01e+17,6e+17,32553.071,102.823,903,154,144,none
NOLSM32522838,27,26,2025-04-22,1,wet,1273.87,45.08,0.08,30,719.55,2,1.225,19.652,14.918,20.081,197.403,89.973,497.236,3946.257,4932.984,4.874,89.726,29.967,3,60.802,H,518.923,107.548,1,2046.0,2222.0,1159.0,5427.0,72.038,51.028,1.053,1,1.41e+16,1.1e+17,2.31e+17,3.01e+17,6e+17,32658.897,103.081,903,154,132,none
NOLSM32522839,27,27,2025-04-22,1,wet,1271.23,45.14,0.43,30,716.89,3,1.269,19.687,14.767,19.967,197.227,90.027,497.19,3945.133,4931.305,4.928,90.057,30.046,1,54.222,H,513.104,108.235,1,2087.0,2270.0,1234.0,5591.0,71.521,51.324,1.121,1,1.56e+16,4060000000000000.0,7.31e+16,2.99e+17,6e+17,32771.333,103.352,902,155,42,none
NOLSM32522840,8,28,2025-04-23,3,dry,1185.3,37.47,0.12,84,710.61,2,1.574,12.975,14.836,20.157,199.633,90.163,503.307,4019.235,5089.972,4.848,96.274,29.907,1,47.1,G,561.791,107.63,1,2028.0,2159.0,1169.0,5356.0,71.07,51.846,1.097,1,1.44e+16,1.21e+17,5.28e+17,3.03e+17,6e+17,33280.626,100.754,904,152,110,none
NOLSM32522841,8,29,2025-04-23,3,dry,1172.91,23.02,0.31,67,711.54,2,1.804,15.074,14.847,19.885,199.425,89.936,501.338,4083.342,5069.67,4.952,94.741,30.018,1,33.442,I,517.591,109.352,2,2082.0,2271.0,1010.0,5363.0,71.211,51.679,1.045,2,1.55e+16,1.4e+17,5.78e+17,3e+17,6e+17,31912.783,102.186,895,156,93,none
NOLSM32522842,8,30,2025-04-23,3,wet,1029.39,27.23,0.16,146,710.01,2,1.827,17.138,15.043,19.964,200.099,90.03,500.933,4037.25,5027.604,5.023,91.671,30.071,1,41.18,I,501.942,106.026,3,2071.0,2213.0,999.0,5283.0,71.178,50.991,0.971,3,8080000000000000.0,1.89e+17,4.87e+17,2.99e+17,6e+17,32777.961,102.964,879,150,106,none
NOLSM32522843,8,31,2025-04-23,3,dry,1170.63,33.08,0.31,28,706.42,2,1.114,14.765,15.2,19.934,200.979,89.9,501.578,3927.436,5002.891,4.923,91.579,30.114,1,17.68,H,496.201,107.083,1,2050.0,2193.0,1266.0,5509.0,71.123,51.867,0.88,1,1.53e+16,7.16e+16,1.24e+18,3.02e+17,6e+17,31290.524,107.046,870,157,106,none
NOLSM32522844,8,32,2025-04-23,3,dry,1140.07,28.8,0.24,123,693.39,2,1.38,16.278,14.924,20.036,197.144,90.06,497.065,4001.427,5040.109,5.146,94.159,30.051,1,32.656,H,502.795,108.07,2,2050.0,2113.0,1336.0,5499.0,71.059,51.043,1.206,2,1.13e+16,4.06e+16,8.23e+17,3.01e+17,6e+17,31298.491,101.143,894,157,53,none
NOLSM32522845,8,33,2025-04-23,3,wet,1023.71,31.52,0.17,90,696.95,2,0.921,18.636,15.147,19.881,200.944,89.986,500.097,4054.605,4958.405,4.951,92.496,29.941,1,38.21,H,515.048,108.35,3,2058.0,2146.0,1063.0,5267.0,71.164,51.611,1.04,3,1.24e+16,5.16e+16,5.18e+17,3.01e+17,6e+17,30209.716,102.231,923,157,111,none
NOLSM32522846,8,34,2025-04-23,3,dry,1177.77,34.42,0.29,64,697.41,2,0.851,12.964,14.972,19.696,197.839,90.322,501.387,3957.08,4997.864,5.344,90.491,30.028,1,51.442,I,493.88,110.37,1,2039.0,2222.0,975.0,5236.0,71.382,52.121,0.987,1,7390000000000000.0,7.22e+16,8.49e+17,3e+17,6e+17,32162.023,102.165,898,156,147,none
NOLSM32522847,8,35,2025-04-23,3,wet,1133.08,34.62,0.34,100,716.27,2,1.425,17.216,15.051,20.007,198.159,89.897,496.429,4087.981,5054.089,5.031,90.382,29.833,1,62.186,I,516.195,107.965,2,2062.0,2291.0,836.0,5189.0,71.439,51.091,0.993,2,1.27e+16,7620000000000000.0,6.7e+17,2.98e+17,6e+17,32340.145,104.912,899,155,78,none
NOLSM32522848,8,36,2025-04-23,3,dry,1038.47,38.6,0.29,109,718.66,2,1.98,13.134,15.082,20.058,204.549,89.962,501.808,4025.353,5067.11,4.917,91.762,30.043,1,25.319,G,501.656,109.535,3,2074.0,2162.0,1009.0,5245.0,72.045,51.05,0.958,3,8430000000000000.0,6.96e+16,4.74e+17,2.99e+17,6e+17,31741.747,105.225,904,157,128,none
NOLSM32522849,8,37,2025-04-23,3,dry,1090.38,30.02,0.33,163,711.14,2,1.32,18.243,14.988,19.948,204.565,89.798,495.966,4036.876,5121.368,5.153,93.81,30.008,2,41.319,H,523.591,104.815,1,2065.0,2276.0,1066.0,5407.0,71.559,50.991,1.083,1,1.18e+16,3.5e+16,4.35e+17,3e+17,6e+17,31722.418,104.169,907,155,96,none
NOLSM32522850,8,38,2025-04-23,3,dry,1230.21,33.47,0.28,138,708.04,2,0.714,16.449,14.826,20.081,203.051,90.03,500.498,4014.092,5065.572,4.944,91.131,30.088,2,44.476,H,534.329,109.428,2,2050.0,2090.0,1221.0,5361.0,71.193,51.179,1.111,2,1.77e+16,1.21e+17,5.48e+17,3.01e+17,6e+17,32069.268,104.602,877,156,107,none
NOLSM32522851,8,39,2025-04-23,3,dry,1080.68,27.47,0.24,78,684.0,2,0.817,15.681,14.964,20.134,195.767,90.01,502.155,3985.481,4967.124,5.162,91.889,29.913,2,54.71,G,540.131,106.499,3,2053.0,2045.0,1232.0,5330.0,71.444,51.136,1.119,3,1.32e+16,1.29e+17,1.04e+18,3e+17,6e+17,32157.237,101.033,919,149,92,none
NOLSM32522852,8,40,2025-04-23,3,dry,1147.69,37.99,0.17,124,710.67,2,1.832,15.129,14.948,20.055,196.279,89.977,503.484,4047.41,5030.382,5.2,90.216,30.054,2,38.984,G,547.03,107.619,1,2033.0,2231.0,1013.0,5277.0,70.374,51.192,1.126,1,9530000000000000.0,8.84e+16,4.29e+17,2.99e+17,6e+17,31335.505,104.429,906,154,113,none
NOLSM32522853,8,41,2025-04-23,3,dry,953.84,29.81,0.18,44,705.83,2,1.807,16.005,14.958,19.74,196.729,90.069,498.475,3955.26,4937.713,4.947,91.979,30.018,2,50.596,I,517.681,107.675,2,2032.0,2220.0,1050.0,5302.0,71.284,52.296,1.204,2,1.13e+16,2.72e+17,6.65e+17,2.99e+17,6e+17,30860.53,104.748,904,154,192,none
NOLSM32522854,8,42,2025-04-23,3,wet,1142.99,35.6,0.22,79,708.05,2,1.736,17.549,14.969,19.96,197.533,90.079,495.245,4062.695,5051.074,5.088,94.03,30.028,2,40.704,G,521.59,108.067,3,2083.0,2135.0,1204.0,5422.0,71.218,51.146,1.096,3,1.91e+16,1.09e+17,1.32e+17,3.03e+17,6e+17,31055.807,103.709,890,154,73,none
NOLSM32522855,8,43,2025-04-23,3,dry,1076.74,39.21,0.32,110,691.22,2,0.998,17.426,15.091,20.202,197.944,89.896,494.537,4071.711,4985.816,5.058,93.107,30.008,2,54.239,H,524.272,107.837,1,2051.0,2325.0,1028.0,5404.0,70.471,50.565,1.12,1,1.36e+16,5.26e+16,3.97e+17,3.01e+17,6e+17,32209.568,104.397,897,152,97,none
NOLSM32522856,8,44,2025-04-23,3,dry,1125.56,25.77,0.22,82,716.93,2,1.671,16.105,15.042,19.878,197.219,90.043,498.32,3985.833,5063.035,5.182,92.307,30.005,2,44.955,G,536.639,108.181,2,2026.0,2259.0,1179.0,5464.0,71.552,51.115,0.727,2,8380000000000000.0,1.43e+17,9.45e+17,3e+17,6e+17,31158.029,105.52,892,158,128,none
NOLSM32522857,8,45,2025-04-23,3,wet,1116.86,34.56,0.27,111,709.58,2,0.721,19.081,14.896,20.004,197.99,89.946,505.754,3978.634,5036.293,5.069,90.022,30.028,2,46.183,I,518.71,105.785,3,2064.0,2215.0,1158.0,5437.0,69.143,51.579,1.247,3,1.77e+16,1.16e+17,4.54e+17,3e+17,6e+17,31315.897,104.05,875,156,88,none
NOLSM32522858,8,46,2025-04-23,3,wet,1009.4,31.53,0.06,126,720.69,2,1.021,18.881,14.77,19.88,197.177,90.031,502.444,4055.938,5011.894,5.058,92.069,29.896,3,36.381,G,509.608,107.143,1,2058.0,2201.0,1094.0,5353.0,71.045,51.202,1.022,1,1.07e+16,1.77e+17,1.1e+18,3e+17,6e+17,31307.424,102.509,899,154,114,none
NOLSM32522859,8,47,2025-04-23,3,dry,1233.77,31.62,0.35,59,709.5,2,1.279,13.866,15.288,19.773,197.566,89.987,502.701,4028.937,4911.723,5.033,94.921,29.954,3,35.366,G,509.308,106.183,2,2090.0,2118.0,1070.0,5278.0,71.256,51.057,0.949,2,8110000000000000.0,1.45e+17,5.52e+17,3.02e+17,6e+17,33410.459,101.246,915,153,86,none
NOLSM32522860,8,48,2025-04-23,3,wet,1125.45,30.94,0.27,80,705.99,2,1.932,18.748,14.996,20.103,198.205,89.952,502.029,3971.067,5142.808,5.176,91.967,29.999,3,35.245,I,462.734,107.581,3,2026.0,2288.0,1037.0,5351.0,71.122,50.196,0.962,3,6510000000000000.0,9.71e+16,6.28e+17,2.99e+17,6e+17,32024.763,104.334,921,155,72,none
NOLSM32522861,8,49,2025-04-23,3,dry,973.29,37.02,0.22,120,719.72,2,1.486,20.614,15.221,20.083,199.101,89.997,499.063,4035.398,5006.07,5.025,91.308,29.986,3,52.099,H,508.455,110.14,1,2007.0,2157.0,1068.0,5232.0,72.148,50.5,0.947,1,6800000000000000.0,5.4e+16,3.38e+17,3.01e+17,6e+17,31914.017,102.979,919,156,282,Loc
NOLSM32522862,8,50,2025-04-23,3,dry,1181.68,32.23,0.21,72,700.14,2,0.783,11.025,14.827,20.032,198.34,89.991,505.751,3952.546,5015.028,4.825,92.423,29.913,3,56.279,H,512.999,107.663,2,2073.0,2230.0,1484.0,5787.0,69.749,50.376,0.858,2,1.22e+16,5.67e+16,6.37e+17,3.01e+17,6e+17,32145.481,105.154,906,154,50,none
NOLSM32522863,8,51,2025-04-23,3,wet,1250.08,37.02,0.23,121,700.6,2,0.747,15.268,15.058,19.947,198.916,90.031,494.95,3972.214,5030.976,5.097,90.787,29.979,3,46.049,G,526.021,108.436,3,2071.0,2221.0,1064.0,5356.0,70.244,51.508,1.044,3,1.17e+16,1.76e+17,6.59e+17,3e+17,6e+17,31367.486,105.099,904,156,82,none
NOLSM32522864,8,52,2025-04-23,3,dry,1051.19,29.58,0.25,116,708.5,2,1.007,12.391,14.998,20.101,201.92,89.948,504.322,4017.181,4941.159,4.884,91.796,30.156,3,57.462,H,566.437,107.711,1,2072.0,2261.0,1004.0,5337.0,70.29,51.771,0.903,1,7500000000000000.0,4.31e+16,8.26e+17,3.01e+17,6e+17,31803.109,101.616,924,158,99,none
NOLSM32522865,8,53,2025-04-23,3,wet,1097.45,35.28,0.24,123,703.93,2,1.218,19.878,14.978,20.17,203.207,90.023,499.987,4072.938,5014.843,5.031,90.482,30.006,3,56.033,H,517.007,109.709,2,2076.0,2118.0,1162.0,5356.0,70.455,51.552,1.071,2,1.34e+16,8.61e+16,7.3e+17,3.01e+17,6e+17,32135.015,101.227,892,156,105,none
NOLSM32522866,8,54,2025-04-23,3,dry,1082.2,34.5,0.19,57,710.1,2,1.487,16.183,14.85,20.02,202.441,89.874,500.425,4084.93,5008.1,4.893,91.396,30.047,3,45.761,G,532.239,110.245,3,2087.0,2198.0,1202.0,5487.0,71.565,52.107,1.114,3,1.35e+16,8.91e+16,2.67e+17,3e+17,6e+17,31851.961,102.06,907,157,81,none
NOLSM32522867,28,28,2025-04-23,1,wet,1289.17,35.08,0.14,31,722.57,1,1.529,19.209,15.035,20.144,197.373,90.169,497.108,3945.224,4931.509,5.033,89.784,30.047,1,52.217,H,482.289,108.825,1,2089.0,2258.0,1164.0,5511.0,72.161,51.383,1.103,1,2330000000000000.0,362000000000000.0,1040000000000000.0,2.99e+17,6e+17,32771.748,103.797,902,156,48,none
NOLSM32522868,28,29,2025-04-23,1,wet,1292.53,45.2,0.32,31,723.05,1,0.657,13.357,14.928,20.061,198.044,90.129,497.795,3956.932,4945.81,4.853,89.844,29.949,1,54.185,H,470.117,108.702,2,2047.0,2212.0,1230.0,5489.0,72.411,51.761,1.086,2,1.57e+16,1.47e+17,8.61e+17,3.02e+17,6e+17,32767.877,104.341,901,157,15,none
NOLSM32522869,28,30,2025-04-23,1,wet,1297.06,45.11,0.22,32,719.25,1,0.648,15.667,15.028,19.961,197.707,90.096,497.63,3952.414,4940.614,4.937,89.781,29.806,1,54.822,H,480.868,108.193,3,2051.0,2214.0,1168.0,5433.0,71.711,51.14,1.064,3,1.03e+16,5550000000000000.0,4.07e+16,3.01e+17,6e+17,32767.986,103.085,901,155,90,none
NOLSM32522870,28,31,2025-04-23,1,wet,1289.62,45.28,0.19,32,724.85,1,0.776,20.188,15.142,20.011,197.512,89.963,497.511,3951.15,4938.704,5.072,89.792,29.951,1,53.837,H,471.592,108.619,1,2070.0,2044.0,1356.0,5470.0,72.552,51.185,1.103,1,5250000000000000.0,9550000000000000.0,1.92e+16,3e+17,6e+17,32757.622,103.307,902,155,132,none
NOLSM32522871,28,32,2025-04-23,1,wet,1293.37,45.32,0.33,30,718.63,1,1.487,10.365,15.023,20.037,197.505,90.086,497.403,3948.621,4935.77,5.06,90.095,30.011,1,57.926,H,469.276,108.607,2,2051.0,2094.0,1251.0,5396.0,71.909,51.668,1.034,2,2.15e+16,2410000000000000.0,188000000000000.0,2.99e+17,6e+17,32758.748,103.879,903,156,156,none
NOLSM32522872,28,33,2025-04-23,1,wet,1277.17,45.33,0.34,32,720.95,1,1.461,14.63,15.046,19.877,197.59,89.943,497.805,3953.997,4942.277,4.793,89.724,30.074,1,47.769,H,472.363,109.284,3,2039.0,2335.0,1055.0,5429.0,71.949,51.548,1.042,3,1.28e+16,1.36e+16,4.69e+17,2.99e+17,6e+17,32951.188,103.918,903,156,117,none
NOLSM32522873,28,34,2025-04-23,1,wet,1287.9,45.36,0.33,32,719.31,1,0.998,17.275,15.109,20.015,197.501,89.928,497.584,3952.797,4941.13,4.917,89.789,30.037,1,48.096,H,470.391,109.303,1,2061.0,2179.0,1266.0,5506.0,72.134,51.662,1.033,1,1.07e+16,79200000000000.0,256000000000000.0,3e+17,6e+17,32572.838,104.467,903,157,123,none
NOLSM32522874,28,35,2025-04-23,1,wet,1286.13,45.25,0.46,32,715.84,1,1.01,15.998,14.829,20.123,197.574,90.025,497.743,3953.788,4942.105,4.985,89.886,30.147,1,44.049,I,460.613,109.985,2,2078.0,2216.0,1231.0,5525.0,71.693,51.86,1.192,2,1.05e+16,1050000000000000.0,5.4e+17,3e+17,6e+17,32547.719,104.61,903,157,99,none
NOLSM32522875,28,36,2025-04-23,1,wet,1294.32,44.98,0.16,32,726.42,1,1.403,19.187,14.945,19.845,197.64,90.101,497.788,3954.407,4943.23,4.976,90.106,29.903,1,54.952,I,472.704,109.087,3,2052.0,1961.0,1392.0,5405.0,72.701,51.869,0.993,3,1.08e+16,1.08e+17,3.45e+17,3.01e+17,6e+17,32547.227,104.431,899,157,192,none
NOLSM32522876,28,37,2025-04-23,1,wet,1286.25,45.45,0.34,31,720.51,1,1.204,18.788,14.834,19.958,197.642,90.126,497.538,3954.388,4942.946,5.11,89.704,30.115,2,45.482,I,473.954,108.79,1,2065.0,2184.0,1306.0,5555.0,72.028,51.789,1.261,1,1.05e+16,7.19e+16,5.55e+16,2.98e+17,6e+17,32234.737,104.25,898,156,72,none
NOLSM32522877,28,38,2025-04-23,1,wet,1289.47,45.13,0.11,32,717.94,1,1.388,13.792,15.345,19.908,197.596,90.006,497.591,3949.374,4936.702,4.983,90.162,29.946,2,42.061,I,472.514,108.733,2,2063.0,2182.0,1316.0,5561.0,71.676,51.562,0.907,2,9450000000000000.0,6.98e+16,415000000000000.0,3e+17,6e+17,32330.846,103.844,898,156,57,none
NOLSM32522878,28,39,2025-04-23,1,wet,1300.57,45.27,0.3,32,724.51,1,1.283,18.909,15.2,19.866,197.435,90.05,497.736,3953.222,4941.5,4.947,90.193,30.158,2,48.451,I,472.87,108.613,3,2075.0,2272.0,1141.0,5488.0,72.415,51.417,1.186,3,8750000000000000.0,8.62e+16,3.45e+17,3.01e+17,6e+17,32454.071,103.813,898,156,129,none
NOLSM32522879,28,40,2025-04-23,1,wet,1287.47,45.3,0.25,33,727.88,1,1.446,20.695,14.984,20.077,198.139,89.998,498.08,3960.535,4950.654,5.025,89.961,30.027,2,46.879,I,477.965,108.479,1,2075.0,2103.0,1324.0,5502.0,72.556,51.483,1.119,1,1.73e+16,1.4e+17,1e+18,3.01e+17,6e+17,32460.085,103.423,898,155,117,none
NOLSM32522880,28,41,2025-04-23,1,wet,1281.15,45.15,0.14,33,722.6,1,1.147,11.281,14.848,19.984,197.855,90.167,497.996,3958.873,4948.761,4.84,89.968,29.853,2,38.439,I,470.688,108.421,2,2068.0,1991.0,1408.0,5467.0,72.212,51.512,0.988,2,1.67e+16,1.31e+17,2410000000000000.0,2.99e+17,6e+17,32451.648,103.563,893,155,81,none
NOLSM32522881,28,42,2025-04-23,1,wet,1295.45,45.33,0.2,33,727.54,1,1.204,15.316,14.965,19.973,197.967,89.98,498.024,3959.757,4949.679,4.923,89.577,29.889,2,46.512,I,468.82,108.301,3,2044.0,2096.0,1288.0,5428.0,72.777,51.191,1.073,3,1.78e+16,1.23e+16,1.5e+17,3e+17,6e+17,32446.383,103.547,884,155,144,none
NOLSM32522882,28,43,2025-04-23,1,wet,1283.04,45.2,0.21,33,726.68,1,1.229,12.382,14.907,20.08,197.128,90.181,496.935,3939.628,4924.57,4.784,89.713,29.943,2,39.762,I,469.576,108.318,1,2038.0,2142.0,1219.0,5399.0,72.77,51.306,0.865,1,1.89e+16,4.4e+16,1.1e+18,2.99e+17,6e+17,32461.968,103.45,885,155,138,none
NOLSM32522883,28,44,2025-04-23,1,wet,1288.37,45.26,0.13,32,713.64,1,1.37,19.923,15.103,20.023,197.254,89.854,497.135,3942.81,4928.641,4.942,89.539,30.014,2,38.034,I,476.541,107.918,2,2054.0,2177.0,1162.0,5393.0,71.458,51.012,0.908,2,1.73e+16,1.3e+16,4880000000000000.0,2.98e+17,6e+17,32460.984,102.634,885,154,171,none
NOLSM32522884,28,45,2025-04-23,1,wet,1277.47,45.38,0.38,31,726.64,1,1.537,15.891,15.026,20.002,196.38,90.168,496.161,3925.293,4906.47,5.088,89.075,29.952,2,43.632,I,477.104,107.847,3,2073.0,2070.0,1419.0,5562.0,72.763,51.253,1.039,3,1.45e+16,1.31e+16,8.7e+17,3e+17,6e+17,32451.349,103.101,881,155,129,none
NOLSM32522885,28,46,2025-04-23,1,wet,1284.0,45.52,0.14,31,719.34,1,1.594,17.517,15.044,19.795,196.239,89.852,496.092,3920.472,4900.398,4.966,89.159,30.044,3,35.681,I,464.597,108.231,1,2085.0,2204.0,1172.0,5461.0,71.796,51.214,0.895,1,1.99e+16,1.06e+17,3340000000000000.0,2.99e+17,6e+17,32360.479,103.108,881,155,87,none
NOLSM32522886,28,47,2025-04-23,1,wet,1291.96,45.3,0.28,33,722.55,1,1.859,16.29,14.986,19.857,196.348,89.919,496.253,3926.242,4907.708,4.821,89.149,29.859,3,40.915,I,479.051,107.779,2,2053.0,2215.0,1208.0,5476.0,72.321,51.176,1.082,2,3240000000000000.0,2410000000000000.0,60400000000000.0,3.02e+17,6e+17,32551.14,102.747,881,154,132,none
NOLSM32522887,28,48,2025-04-23,1,wet,1299.39,45.45,0.18,33,728.73,1,1.506,17.949,14.852,19.883,196.394,90.09,496.374,3929.555,4911.799,4.927,89.132,30.127,3,45.694,I,478.561,107.811,3,2084.0,2244.0,1101.0,5429.0,72.944,51.117,1.065,3,3490000000000000.0,1.32e+16,1810000000000000.0,2.98e+17,6e+17,32446.211,102.822,881,154,114,none
NOLSM32522888,28,49,2025-04-23,1,wet,1283.74,45.29,0.21,32,728.94,1,1.749,19.18,15.157,19.939,196.016,89.914,495.962,3920.136,4899.741,4.883,88.511,29.826,3,24.347,I,464.136,106.184,1,2062.0,2167.0,1212.0,5441.0,72.84,50.907,1.048,1,1.51e+16,9230000000000.0,576000000000000.0,3e+17,6e+17,32441.472,102.59,878,154,114,none
NOLSM32522889,28,50,2025-04-23,1,wet,1288.89,32.75,0.22,29,713.99,1,2.213,17.327,15.062,20.021,194.221,90.217,494.419,3887.894,4860.02,4.835,88.826,29.937,3,36.634,I,478.245,106.87,2,2067.0,2264.0,1102.0,5433.0,71.512,50.535,0.996,2,4240000000000000.0,5.8e+16,22564131372.0,3.01e+17,6e+17,32449.64,101.163,882,152,117,none
NOLSM32522890,28,51,2025-04-23,1,wet,1298.69,31.76,0.32,29,721.03,1,1.998,17.377,15.039,20.168,195.308,90.086,495.333,3908.659,4885.975,4.803,88.438,29.965,3,30.476,I,466.558,106.973,3,2075.0,2271.0,1134.0,5480.0,72.051,50.716,1.132,3,5950000000000000.0,159000000000000.0,236000000000.0,3e+17,6e+17,32456.107,101.894,883,153,84,none
NOLSM32522891,28,52,2025-04-23,1,wet,1284.93,39.51,0.22,30,729.18,1,2.101,14.052,15.066,19.991,194.978,90.106,494.995,3898.818,4873.81,4.95,88.738,30.025,3,40.492,I,471.719,107.838,1,2106.0,2147.0,1258.0,5511.0,72.952,51.289,0.93,1,1.33e+16,4620000000000.0,724000000000.0,3.01e+17,6e+17,32463.322,103.255,881,155,141,none
NOLSM32522892,28,53,2025-04-23,1,wet,1284.09,32.74,0.22,33,721.43,1,1.812,19.47,15.26,19.957,195.467,90.194,495.782,3911.764,4889.881,4.987,88.634,29.871,3,37.589,I,465.41,108.449,2,2053.0,2197.0,1192.0,5442.0,72.036,51.181,1.27,2,1.59e+16,117000000000000.0,984000000000.0,2.99e+17,6e+17,32454.851,102.71,882,154,93,none
NOLSM32522893,28,54,2025-04-23,1,wet,1286.31,38.2,0.33,32,721.26,1,2.06,13.356,14.917,19.984,194.67,90.026,494.641,3893.939,4867.335,4.879,88.509,30.023,3,24.563,I,465.007,106.126,3,2063.0,2249.0,1099.0,5411.0,72.281,50.845,1.052,3,6790000000000000.0,71000000000000.0,7.88e+17,2.99e+17,6e+17,32450.025,102.262,878,153,171,none
NOLSM32522894,8,1,2025-04-23,2,dry,1174.02,37.61,0.01,84,721.4,3,0.499,13.248,14.732,20.155,199.668,90.043,497.899,4019.098,5089.916,5.04,96.197,30.0,2,46.854,G,561.569,107.737,2,2028.0,2159.0,1169.0,5356.0,70.989,51.732,1.143,2,1.44e+16,1.21e+17,5.28e+17,3.03e+17,6e+17,33280.532,100.882,904,152,110,none
NOLSM32522895,8,2,2025-04-23,2,dry,1165.46,22.73,0.23,67,704.56,3,1.316,15.072,15.049,20.199,199.389,89.879,503.299,4083.367,5069.544,4.814,95.048,30.031,3,33.479,I,517.456,109.162,1,2082.0,2271.0,1010.0,5363.0,70.483,51.764,0.823,1,1.55e+16,1.4e+17,5.78e+17,3e+17,6e+17,31913.051,102.453,895,156,93,none
NOLSM32522896,8,3,2025-04-23,3,wet,1014.76,27.32,0.14,146,697.85,1,0.982,17.383,15.08,20.081,200.195,90.198,498.683,4037.216,5027.574,4.934,91.517,30.052,1,41.213,I,501.937,106.123,1,2071.0,2213.0,999.0,5283.0,71.833,51.116,0.914,1,8080000000000000.0,1.89e+17,4.87e+17,2.99e+17,6e+17,32777.867,102.897,879,150,106,none
NOLSM32522897,8,4,2025-04-23,3,dry,1169.63,33.05,0.2,28,706.28,1,1.32,14.624,15.038,19.811,200.889,90.106,497.546,3927.617,5002.83,4.949,91.39,29.806,2,17.708,H,496.111,106.955,2,2050.0,2193.0,1266.0,5509.0,72.612,52.045,1.298,2,1.53e+16,7.16e+16,1.24e+18,3.02e+17,6e+17,31290.488,106.956,870,157,106,none
NOLSM32522898,8,5,2025-04-23,3,dry,1124.7,28.87,0.19,123,693.19,1,1.311,16.233,15.036,19.986,197.152,89.976,498.819,4054.458,5040.338,5.25,94.251,30.023,3,32.674,H,502.961,108.072,3,2050.0,2113.0,1336.0,5499.0,72.555,50.845,0.984,3,1.13e+16,4.06e+16,8.23e+17,3.01e+17,6e+17,31298.59,101.382,894,157,53,none
NOLSM32522899,8,6,2025-04-23,3,wet,1019.17,31.56,0.2,90,696.8,2,0.963,18.914,14.852,20.024,200.946,89.986,504.054,3989.282,4958.468,4.883,92.577,29.902,1,38.028,H,515.236,108.19,3,2058.0,2146.0,1063.0,5267.0,70.679,51.863,1.089,3,1.24e+16,5.16e+16,5.18e+17,3.01e+17,6e+17,30209.481,102.157,923,157,111,none
